scheme_code,scheme_name,category
133446,Aditya Birla Sun Life Income Fund - Direct - IDCW,Other
119655,Aditya Birla Sun Life Income Fund - Direct - Quarterly IDCW,Other
119657,Aditya Birla Sun Life Income Fund - Growth - Direct Plan,Other
100038,Aditya Birla Sun Life Income Fund - Growth - Regular Plan,Other
133445,Aditya Birla Sun Life Income Fund - Regular - IDCW,Other
100037,Aditya Birla Sun Life Income Fund - Regular - Quarterly IDCW,Other
118393,Bandhan Medium to Long Duration Fund - Direct Plan - Annual IDCW,Other
118394,Bandhan Medium to Long Duration Fund - Direct Plan - Growth,Other
118395,Bandhan Medium to Long Duration Fund - Direct Plan - Half Yearly IDCW,Other
131386,Bandhan Medium to Long Duration Fund - Direct Plan - Periodic IDCW,Other
118396,Bandhan Medium to Long Duration Fund - Direct Plan - Quarterly IDCW,Other
108766,Bandhan Medium to Long Duration Fund - Regular Plan - Annual IDCW,Other
108765,Bandhan Medium to Long Duration Fund - Regular Plan - Growth,Other
108763,Bandhan Medium to Long Duration Fund - Regular Plan - Half-yearly IDCW,Other
131387,Bandhan Medium to Long Duration Fund - Regular Plan - Periodic IDCW,Other
108764,Bandhan Medium to Long Duration Fund - Regular Plan - Quarterly IDCW,Other
108768,Bandhan Short Duration Fund - Regular Plan - Growth,Other
108767,Bandhan Short Duration Fund - Regular Plan - Monthly IDCW,Other
119395,BANK OF INDIA Conservative Hybrid  Fund-Direct Plan-Quarterly IDCW,Hybrid
111718,BANK OF INDIA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,Hybrid
119393,BANK OF INDIA Conservative Hybrid Fund Fund-Direct Plan-Growth,Hybrid
119396,BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Annual IDCW,Hybrid
119394,BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Monthly IDCW,Hybrid
111715,BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Growth,Hybrid
111717,BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Monthly IDCW,Hybrid
111714,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Annual IDCW,Hybrid
111712,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Growth,Hybrid
111716,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Monthly IDCW,Hybrid
111713,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Quarterly IDCW,Hybrid
118282,CANARA ROBECO INCOME FUND - DIRECT PLAN - GROWTH OPTION,Other
118281,CANARA ROBECO INCOME FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment),Other
101588,CANARA ROBECO INCOME FUND - REGULAR PLAN - GROWTH OPTION,Other
101587,CANARA ROBECO INCOME FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment),Other
152852,Franklin India Medium to Long Duration Fund - Direct - IDCW,Other
152851,Franklin India Medium to Long Duration Fund - Direct Growth,Other
152853,Franklin India Medium to Long Duration Fund - Growth,Other
152854,Franklin India Medium to Long Duration Fund - IDCW,Other
100124,HDFC Income Fund - Growth Option,Other
119069,HDFC Income Fund - Growth Option - Direct Plan,Other
133365,HDFC Income Fund - Normal IDCW - Direct Plan,Other
133366,HDFC Income Fund - Normal IDCW Option,Other
100123,HDFC Income Fund - Quarterly IDCW Option,Other
119068,HDFC Income Fund - Quarterly IDCW- Direct Plan,Other
120059,HSBC Medium to Long Duration Fund - Direct Growth,Other
120101,HSBC Medium to Long Duration Fund - Direct Quarterly IDCW,Other
101685,HSBC Medium to Long Duration Fund - Regular Growth,Other
101686,HSBC Medium to Long Duration Fund - Regular Quarterly IDCW,Other
130932,ICICI Prudential Bond Fund - Bonus,Other
120619,ICICI Prudential Bond Fund - Direct Plan - Growth,Other
131480,ICICI Prudential Bond Fund - Direct Plan - Half Yearly IDCW,Other
120617,ICICI Prudential Bond Fund - Direct Plan - IDCW Monthly,Other
120618,ICICI Prudential Bond Fund - Direct Plan - IDCW Quarterly,Other
109740,ICICI Prudential Bond Fund - Growth,Other
131481,ICICI Prudential Bond Fund - Half Yearly IDCW,Other
109741,ICICI Prudential Bond Fund - IDCW Monthly,Other
109743,ICICI Prudential Bond Fund - IDCW Quarterly,Other
109742,ICICI Prudential Bond Fund- Institutional Growth,Other
109744,ICICI Prudential Bond Fund- Institutional Monthly Dividend,Other
109745,ICICI Prudential Bond Fund- Institutional Quarterly Dividend,Other
120428,JM Medium to Long Duration Fund (Direct) - Bonus Option - Principal Units,Other
120430,JM Medium to Long Duration Fund (Direct) - Growth Option,Other
120431,JM Medium to Long Duration Fund (Direct) - Quarterly IDCW,Other
100223,JM Medium to Long Duration Fund (Regular) - Growth Option,Other
100222,JM Medium to Long Duration Fund (Regular) - Quarterly IDCW,Other
101181,JM Medium to Long Duration Fund (Regular) - Bonus Option- Principal Units,Other
119734,Kotak Bond Fund - Direct Plan - Standard IDCW option,Other
119735,Kotak Bond Fund - Growth - Direct,Other
100300,Kotak Bond Fund - Regular Plan - Standard IDCW Option,Other
100299,Kotak Bond Fund - Regular Plan Growth,Other
100291,Kotak Bond-Deposit-Dividend,Other
100292,Kotak Bond-Deposit-Growth,Other
151990,LIC MF Medium to Long Duration Fund-Direct Plan-Annual IDCW,Other
120279,LIC MF Medium to Long Duration Fund-Direct Plan-Growth,Other
120278,LIC MF Medium to Long Duration Fund-Direct Plan-IDCW,Other
151988,LIC MF Medium to Long Duration Fund-Direct Plan-Quarterly IDCW,Other
151989,LIC MF Medium to Long Duration Fund-Regular Plan-Annual IDCW,Other
100315,LIC MF Medium to Long Duration Fund-Regular Plan-Growth,Other
100314,LIC MF Medium to Long Duration Fund-Regular Plan-IDCW,Other
151986,LIC MF Medium to Long Duration Fund-Regular Plan-Quarterly IDCW,Other
100386,NIPPON INDIA MEDIUM TO LONG DURATION  FUND - ANNUAL IDCW Option,Other
118680,NIPPON INDIA MEDIUM TO LONG DURATION  FUND - Direct Plan - ANNUAL IDCW Option,Other
118681,NIPPON INDIA MEDIUM TO LONG DURATION  FUND - Direct Plan - HALF YEARLY IDCW Option,Other
118683,NIPPON INDIA MEDIUM TO LONG DURATION  FUND - Direct Plan - MONTHLY IDCW Option,Other
118679,Nippon India Medium to Long Duration  Fund - Direct Plan Growth Plan-Bonus Option,Other
100388,Nippon India Medium to Long Duration  Fund - Growth Plan Bonus Option,Other
100387,Nippon India Medium to Long Duration  Fund - Growth Plan Growth Option,Other
100385,NIPPON INDIA MEDIUM TO LONG DURATION  FUND - HALF YEARLY IDCW Option,Other
100384,NIPPON INDIA MEDIUM TO LONG DURATION  FUND - QUARTERLY IDCW Option,Other
118684,NIPPON INDIA MEDIUM TO LONG DURATION FUND - Direct Plan - QUARTERLY IDCW Option,Other
118687,Nippon India Medium to Long Duration Fund - Direct Plan Growth Plan - Growth Option,Other
100383,NIPPON INDIA MEDIUM TO LONG DURATION FUND - MONTHLY IDCW Option,Other
119713,SBI Medium to Long Duration Fund - Direct Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW),Other
121940,SBI Medium to Long Duration Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),Other
100638,SBI Medium to Long Duration Fund - Regular Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW),Other
121944,SBI Medium to Long Duration Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),Other
119712,SBI Medium to Long Duration Fund-DIRECT PLAN - Bonus,Other
119714,SBI Medium to Long Duration Fund-DIRECT PLAN -Growth,Other
100640,SBI Medium to Long Duration Fund-REGULAR PLAN-Bonus,Other
100639,SBI Medium to Long Duration Fund-REGULAR PLAN-Growth,Other
119876,Tata Income Fund - Direct Plan - Growth Option,Other
100418,Tata Income Fund -Regular Plan - Growth Option,Other
119875,TATA Income Fund Direct Plan - Periodic Payout of Income Distribution cum capital withdrawal option ,Other
101186,Tata Income Fund- Regular Plan - Periodic Payout of IDCW Option,Other
119877,TATA Income Fund-Direct Plan - Half Yearly Payout of IDCW Option,Other
100417,Tata Income Fund-Regular Plan - Half Yearly Payout of IDCW Option,Other
139339,UTI Medium to Long Duration Fund - Direct Plan - Annual IDCW,Other
133280,UTI Medium to Long Duration Fund - Direct Plan - Flexi IDCW,Other
134998,UTI Medium to Long Duration Fund - Direct Plan - Half-Yearly IDCW,Other
120690,UTI Medium to Long Duration Fund - Direct Plan - Quarterly IDCW,Other
133869,UTI Medium to Long Duration Fund - Regular Plan - Annual IDCW,Other
133872,UTI Medium to Long Duration Fund - Regular Plan - Flexi IDCW,Other
135581,UTI Medium to Long Duration Fund - Regular Plan - Half-Yearly IDCW,Other
100742,UTI Medium to Long Duration Fund - Regular Plan - Quarterly IDCW,Other
100741,UTI Medium to Long Duration Fund- Regular Plan - Growth,Other
120689,UTI Medium to Long Duration Fund-Growth - Direct,Other
Open Ended Schemes(Debt Scheme - Money Market Fund),,Other
101973,Aditya Birla Sun Life Money Manager Fund - Daily IDCW,Other
119513,Aditya Birla Sun Life Money Manager Fund - Direct - daily IDCW,Other
119512,Aditya Birla Sun Life Money Manager Fund - Direct - weekly IDCW,Other
101976,Aditya Birla Sun Life Money Manager Fund - Growth,Other
119511,Aditya Birla Sun Life Money Manager Fund - Growth - Direct Plan,Other
101972,Aditya Birla Sun Life Money Manager Fund - Retail - Daily IDCW,Other
101970,Aditya Birla Sun Life Money Manager Fund - RETAIL - WEEKLY IDCW,Other
101971,Aditya Birla Sun Life Money Manager Fund - Retail Growth,Other
101974,Aditya Birla Sun Life Money Manager Fund - WEEKLY IDCW,Other
147576,Axis Money Market Fund - Direct Plan - Annual IDCW,Other
147571,Axis Money Market Fund - Direct Plan - Daily IDCW,Other
147567,Axis Money Market Fund - Direct Plan - Growth Option,Other
147572,Axis Money Market Fund - Direct Plan - Monthly IDCW,Other
147573,Axis Money Market Fund - Direct Plan - Quarterly IDCW,Other
147575,Axis Money Market Fund - Regular Plan - Annual IDCW,Other
147577,Axis Money Market Fund - Regular Plan - Daily IDCW,Other
147568,Axis Money Market Fund - Regular Plan - Growth Option,Other
147578,Axis Money Market Fund - Regular Plan - Monthly IDCW,Other
147574,Axis Money Market Fund - Regular Plan - Quarterly IDCW,Other
151889,Bajaj Finserv Money Market Fund-Direct Plan-Growth,Other
151890,Bajaj Finserv Money Market Fund-Direct Plan-IDCW,Other
151894,Bajaj Finserv Money Market Fund-Direct Plan-Monthly-IDCW,Other
151893,Bajaj Finserv Money Market Fund-Regular Plan-Growth,Other
151891,Bajaj Finserv Money Market Fund-Regular Plan-IDCW,Other
151892,Bajaj Finserv Money Market Fund-Regular Plan-Monthly-IDCW,Other
131389,Bandhan Money Market Fund - Regular Plan - Periodic IDCW,Other
108701,Bandhan Money Market Fund - Regular Plan - Weekly IDCW,Other
118383,Bandhan Money Market Fund -Direct Plan-Daily IDCW,Other
118384,Bandhan Money Market Fund -Direct Plan-Growth,Other
118385,Bandhan Money Market Fund -Direct Plan-Monthly IDCW,Other
131388,Bandhan Money Market Fund -Direct Plan-Periodic IDCW,Other
118386,Bandhan Money Market Fund -Direct Plan-Weekly IDCW,Other
108650,BANDHAN Money Market Fund - Regular Plan - Daily IDCW,Other
108756,BANDHAN Money Market Fund - Regular Plan - Growth,Other
108757,BANDHAN Money Market Fund - Regular Plan - Monthly IDCW,Other
153296,Bank of India Money Market Fund - Direct - Daily IDCW,Other
153294,Bank of India Money Market Fund - Direct - Growth,Other
153295,Bank of India Money Market Fund - Direct - Monthly IDCW,Other
153298,Bank of India Money Market Fund - Regular - Daily IDCW,Other
153293,Bank of India Money Market Fund - Regular - Growth,Other
153299,Bank of India Money Market Fund - Regular - Monthly IDCW,Other
153301,Bank of India Money Market Fund - Regular - Weekly IDCW,Other
147373,Baroda BNP Paribas Money Market Fund - Direct Plan - Monthly IDCW,Other
147378,Baroda BNP Paribas Money Market Fund - Direct Plan-Daily IDCW,Other
147376,Baroda BNP Paribas Money Market Fund - Regular Plan - Monthly IDCW,Other
147379,Baroda BNP Paribas Money Market Fund -Direct Plan - Weekly IDCW,Other
147377,Baroda BNP Paribas Money Market Fund- Direct Plan - Growth,Other
147382,Baroda BNP Paribas Money Market Fund-Regular Plan - Growth,Other
147380,Baroda BNP Paribas Money Market Fund-Regular Plan- Daily IDCW,Other
147381,Baroda BNP Paribas Money Market Fund-Regular Plan-Weekly IDCW,Other
123288,DSP Savings Fund - Direct Plan -  IDCW - Daily,Other
119106,DSP Savings Fund - Direct Plan - Growth,Other
119108,DSP Savings Fund - Direct Plan - IDCW,Other
119107,DSP Savings Fund - Direct Plan - IDCW - Monthly,Other
154426,DSP Savings Fund - Direct Plan - IDCW Weekly,Other
100087,DSP Savings Fund - Regular Plan - Growth,Other
100088,DSP Savings Fund - Regular Plan - IDCW,Other
123287,DSP Savings Fund - Regular Plan - IDCW - Daily,Other
100089,DSP Savings Fund - Regular Plan - IDCW - Monthly,Other
140236,Edelweiss Money Market Fund - Direct Plan - Annual - IDCW Option,Other
140237,Edelweiss Money Market Fund - Direct Plan - Growth Option,Other
140235,Edelweiss Money Market Fund - Direct Plan - IDCW Option,Other
140230,Edelweiss Money Market Fund - Institutional Plan - Growth Option,Other
140233,Edelweiss Money Market Fund - Regular Plan - Annual - IDCW Option,Other
140229,Edelweiss Money Market Fund - Regular Plan - Growth Option,Other
140232,Edelweiss Money Market Fund - Regular Plan - IDCW Option,Other
118506,Franklin India Money Market Fund - Direct - Growth,Other
152200,Franklin India Money Market Fund - DP - Wkly IDCW R,Other
101357,Franklin India Money Market Fund - Growth Option,Other
101359,Franklin India Money Market Fund - Institutional Option - Dividend,Other
101358,Franklin India Money Market Fund - Institutional Option - Growth,Other
122443,Franklin India Money Market Fund Retail Option - Daily - IDCW,Other
122444,Franklin India Money Market Fund Retail Option - Direct - Daily - IDCW,Other
129437,Franklin India Money Market Fund Retail Option - Direct - Monthly - IDCW,Other
118505,Franklin India Money Market Fund Retail Option - Direct - Quarterly - IDCW,Other
129436,Franklin India Money Market Fund Retail Option - Monthly - IDCW,Other
101356,Franklin India Money Market Fund Retail Option - Quarterly - IDCW,Other
152199,Franklin India Money Market Fund Wkly IDCW R,Other
153982,Groww Money Market Fund Direct Growth,Other
153991,Groww Money Market Fund Direct IDCW,Other
153992,Groww Money Market Fund Regular Growth,Other
153993,Groww Money Market Fund Regular IDCW,Other
101994,HDFC Money Market Fund - Daily IDCW Option,Other
119093,HDFC Money Market Fund - Daily IDCW Option - Direct Plan,Other
101993,HDFC Money Market Fund - Growth Option,Other
119092,HDFC Money Market Fund - Growth Option - Direct Plan,Other
101995,HDFC Money Market Fund - Weekly IDCW Option,Other
119094,HDFC Money Market Fund - Weekly IDCW Option -Direct Plan,Other
151055,HSBC Money Market Fund - Direct Daily IDCW,Other
151054,HSBC Money Market Fund - Direct Growth,Other
151052,HSBC Money Market Fund - Direct Monthly IDCW,Other
151053,HSBC Money Market Fund - Direct Weekly IDCW,Other
151049,HSBC Money Market Fund - Regular Daily IDCW,Other
151048,HSBC Money Market Fund - Regular Growth,Other
151051,HSBC Money Market Fund - Regular Monthly IDCW,Other
151050,HSBC Money Market Fund - Regular Weekly IDCW,Other
130946,ICICI Prudential Money Market Fund - Direct Plan Bonus,Other
130945,ICICI Prudential Money Market Fund -Bonus,Other
115328,ICICI Prudential Money Market Fund Dividend,Other
120209,ICICI Prudential Money Market Fund Option - Direct Plan -  Daily IDCW,Other
120210,ICICI Prudential Money Market Fund Option - Direct Plan -  Fortnightly IDCW,Other
120211,ICICI Prudential Money Market Fund Option - Direct Plan -  Growth,Other
120216,ICICI Prudential Money Market Fund Option - Direct Plan -  IDCW Others,Other
120213,ICICI Prudential Money Market Fund Option - Direct Plan -  Monthly IDCW,Other
120212,ICICI Prudential Money Market Fund Option - Direct Plan -  Weekly IDCW,Other
101221,ICICI Prudential Money Market Fund Retail Growth (erstwhile Cash Option),Other
103634,ICICI Prudential Money Market Fund Option - Daily IDCW,Other
103633,ICICI Prudential Money Market Fund Option - Growth,Other
130013,ICICI Prudential Money Market Fund Option - IDCW Others,Other
103637,ICICI Prudential Money Market Fund Option - Monthly IDCW,Other
103635,ICICI Prudential Money Market Fund Option - Weekly IDCW,Other
103636,ICICI Prudential Money Market Fund Option -Fortnightly IDCW,Other
115515,Invesco India Money Market Fund - Daily IDCW (Reinvestment),Other
120506,Invesco India Money Market Fund - Direct Plan - Daily IDCW (Reinvestment),Other
120508,Invesco India Money Market Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),Other
120507,Invesco India Money Market Fund - Direct Plan - Growth,Other
120509,Invesco India Money Market Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),Other
152581,Invesco India Money Market Fund - Direct Plan - Weekly IDCW (Payout / Reinvestment),Other
116653,Invesco India Money Market Fund - Discretionary IDCW (Payout / Reinvestment),Other
112123,Invesco India Money Market Fund - Growth,Other
112125,Invesco India Money Market Fund - Monthly IDCW (Payout / Reinvestment),Other
112120,Invesco India Money Market Fund - Regular - Growth,Other
112122,Invesco India Money Market Fund - Regular - Monthly IDCW (Payout / Reinvestment),Other
116488,Invesco India Money Market Fund - Regular Plan - Daily IDCW (Reinvestment),Other
152580,Invesco India Money Market Fund - Weekly IDCW (Payout / Reinvestment),Other
153649,JioBlackRock Money Market Fund - Direct Plan - Growth Option,Other
143602,JM Money Market Fund (Direct) - Fortnightly Dividend Option,Other
143597,JM Money Market Fund (Direct) - Growth,Other
143599,JM Money Market Fund (Direct) - Weekly Dividend,Other
143592,JM Money Market Fund (Direct) Bonus Option - Principal Units,Other
143595,JM Money Market Fund (Direct)- Daily Dividend Option,Other
143601,JM Money Market Fund - Bonus Option - Principal Units,Other
143594,JM Money Market Fund - Daily Dividend,Other
143596,JM Money Market Fund - Fortnighly Dividend,Other
143598,JM Money Market Fund - Growth,Other
143600,JM Money Market Fund - Weekly Dividend,Other
101893,Kotak Money Market Fund - (Growth),Other
119746,Kotak Money Market Fund - (Growth) - Direct,Other
101892,Kotak Money market Fund - (Monthly Payout of Income Distribution cum capital withdrawal option),Other
119747,Kotak Money Market Fund - (Monthly Payout of Income Distribution cum capital withdrawal option) - Direct,Other
150392,LIC MF Money Market Fund-Direct Plan-Growth,Other
150391,LIC MF Money Market Fund-Direct Plan-IDCW,Other
150393,LIC MF Money Market Fund-Regular Plan-Growth,Other
150394,LIC MF Money Market Fund-Regular Plan-IDCW,Other
149112,Mirae Asset Money Market Fund Direct Growth,Other
149113,Mirae Asset Money Market Fund Direct IDCW,Other
149115,Mirae Asset Money Market Fund Regular Growth,Other
149114,Mirae Asset Money Market Fund Regular IDCW,Other
103050,NIPPON INDIA MONEY MARKET FUND - DAILY IDCW Option,Other
118718,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - DAILY IDCW Option,Other
118720,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - MONTHLY IDCW Option,Other
118716,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - QUARTERLY IDCW Option,Other
118717,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - WEEKLY IDCW Option,Other
118715,Nippon India Money Market Fund - Direct Plan Growth Plan - Bonus Option,Other
118719,Nippon India Money Market Fund - Direct Plan Growth Plan - Growth Option,Other
103052,NIPPON INDIA MONEY MARKET FUND - MONTHLY IDCW Option,Other
112341,NIPPON INDIA MONEY MARKET FUND - QUARTERLY IDCW Option,Other
103051,NIPPON INDIA MONEY MARKET FUND - WEEKLY IDCW Option,Other
103049,Nippon India Money Market Fund-Growth Plan-Bonus Option,Other
103048,Nippon India Money Market Fund-Growth Plan-Growth Option,Other
148162,PGIM India Money Market Fund - Direct Plan - Daily Dividend Option,Other
148161,PGIM India Money Market Fund - Direct Plan - Growth Option,Other
148163,PGIM India Money Market Fund - Direct Plan - Monthly Dividend Option,Other
148164,PGIM India Money Market Fund - Direct Plan - Weekly Dividend Option,Other
148160,PGIM India Money Market Fund - Regular Plan - Daily Dividend Option,Other
148159,PGIM India Money Market Fund - Regular Plan - Growth Option,Other
148157,PGIM India Money Market Fund - Regular Plan - Monthly Dividend Option,Other
148158,PGIM India Money Market Fund - Regular Plan - Weekly Dividend Option,Other
152111,PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Annual IDCW option,Other
152114,PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Growth Option,Other
152112,PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Monthly IDCW Option,Other
152113,PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Quarterly IDCW option,Other
152120,PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Annual IDCW Option,Other
152122,PGIM India Money Market Fund - Segregated Portfolio 1 - Regular plan - Growth option,Other
152119,PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Monthly IDCW option,Other
152121,PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Quarterly IDCW Option,Other
119821,SBI  SAVINGS FUND - DIRECT PLAN - GROWTH,Other
102503,SBI  SAVINGS FUND - REGULAR PLAN - GROWTH,Other
119820,SBI Savings Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Other
119822,SBI Savings Fund - Direct Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW),Other
119823,SBI Savings Fund - Direct Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),Other
102504,SBI Savings Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Other
114348,SBI Savings Fund - Regular Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW),Other
102860,SBI Savings Fund - Regular Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),Other
154144,Shriram Money Market Fund - Direct Plan Growth Option,Other
154143,Shriram Money Market Fund - Regular Plan Growth Option,Other
145054,Sundaram Money Market Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Other
145053,Sundaram Money Market Fund Direct Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Other
145050,Sundaram Money Market Fund Direct Plan - Growth,Other
145051,Sundaram Money Market Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),Other
145056,Sundaram Money Market Fund Direct Plan - Income Distribution cum Capital Withdrawal(IDCW),Other
145055,Sundaram Money Market Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Other
145052,Sundaram Money Market Fund Direct Plan- Income Distribution cum Capital Withdrawal(IDCW),Other
145057,Sundaram Money Market Fund Direct Plan-Income Distribution cum Capital Withdrawal(IDCW),Other
145043,Sundaram Money Market Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Other
145048,Sundaram Money Market Fund Regular Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Other
145042,Sundaram Money Market Fund Regular Plan - Growth,Other
145045,Sundaram Money Market Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW ),Other
145047,Sundaram Money Market Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Other
145046,Sundaram Money Market Fund Regular Plan -Income Distribution cum Capital Withdrawal (IDCW ),Other
145049,Sundaram Money Market Fund Regular Plan -Income Distribution cum Capital Withdrawal(IDCW),Other
145044,Sundaram Money Market Fund Regular Plan- Income Distribution cum Capital Withdrawal (IDCW),Other
119421,Tata Money Market Fund- Direct Plan - Daily Reinvestment of IDCW Option,Other
119424,Tata Money Market Fund- Direct Plan- Growth Option,Other
101986,Tata Money Market Fund- Regular Plan - Daily Reinvestment of IDCW Option,Other
101847,Tata Money Market Fund-Regular Plan - Growth Option,Other
150513,TRUSTMF MONEY MARKET FUND-DIRECT PLAN-GROWTH,Other
150514,TRUSTMF MONEY MARKET FUND-DIRECT PLAN-MONTHLY IDCW,Other
150511,TRUSTMF MONEY MARKET FUND-REGULAR PLAN-GROWTH,Other
150512,TRUSTMF MONEY MARKET FUND-REGULAR PLAN-MONTHLY IDCW,Other
149117,Union Money Market Fund - Direct Plan -  Growth Option,Other
149123,Union Money Market Fund - Direct Plan -  Monthly IDCW Option,Other
149121,Union Money Market Fund - Direct Plan -  Weekly IDCW Option,Other
149119,Union Money Market Fund - Direct Plan - Daily IDCW Option,Other
149116,Union Money Market Fund - Regular Plan -  Growth Option,Other
149122,Union Money Market Fund - Regular Plan -  Monthly IDCW Option,Other
149120,Union Money Market Fund - Regular Plan -  Weekly IDCW Option,Other
149118,Union Money Market Fund - Regular Plan - Daily IDCW Option,Other
120299,UTI MMF - Direct Plan - Growth Option,Other
139236,UTI MMF - Regular Plan - Flexi Dividend Option,Other
112077,UTI MMF - Regular Plan - Growth Option,Other
100724,UTI MMF- Discontinued - Regular Plan - Flexi Dividend Option,Other
100725,UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option,Other
100723,UTI MMF-Discontinued - Regular Plan -Growth,Other
134973,UTI Money Market Fund - Direct Plan - Annual IDCW,Other
120772,UTI Money Market Fund - Direct Plan - Daily IDCW (Reinvestment),Other
143125,UTI Money Market Fund - Direct Plan - Flexi IDCW,Other
135606,UTI Money Market Fund - Direct Plan - Fortnightly IDCW,Other
140023,UTI Money Market Fund - Direct Plan - Half-Yearly IDCW,Other
133387,UTI Money Market Fund - Direct Plan - Monthly IDCW,Other
142249,UTI Money Market Fund - Direct Plan - Quarterly IDCW,Other
120793,UTI Money Market Fund - Direct Plan - Weekly IDCW,Other
134972,UTI Money Market Fund - Regular Plan - Annual IDCW,Other
112076,UTI Money Market Fund - Regular Plan - Daily IDCW (Reinvestment),Other
135371,UTI Money Market Fund - Regular Plan - Fortnightly IDCW,Other
134763,UTI Money Market Fund - Regular Plan - Half-Yearly IDCW,Other
133484,UTI Money Market Fund - Regular Plan - Monthly IDCW,Other
139646,UTI Money Market Fund - Regular Plan - Quarterly IDCW,Other
112635,UTI Money Market Fund - Regular Plan - Weekly IDCW,Other
Open Ended Schemes(Debt Scheme - Overnight Fund),,Other
153703,360 ONE Overnight Fund - Direct Plan - Growth,Other
153700,360 ONE Overnight Fund - Regular Plan - Growth,Other
153702,360 ONE Overnight Fund - Regular Plan - IDCW,Other
153701,360 ONE Overnight Fund- Direct Plan - IDCW,Other
145488,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Direct - Monthly Payout of IDCW,Other
145489,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Direct - Weekly Reinvestment of IDCW,Other
145482,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Regular - Weekly Reinvestment of IDCW option,Other
145487,ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Direct - Daily Reinvestment of IDCW,Other
145483,ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Regular - Daily Reinvestment of IDCW,Other
145485,ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Regular- Monthly Payout of IDCW option,Other
145486,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-DIRECT PLAN-GROWTH,Other
145481,ADITYA BIRLA SUNLIFE OVERNIGHT FUND-REGULAR PLAN-GROWTH,Other
146679,Axis Overnight Fund - Direct Plan - Daily IDCW,Other
146675,Axis Overnight Fund - Direct Plan - Growth Option,Other
146677,Axis Overnight Fund - Direct Plan - Monthly IDCW,Other
146676,Axis Overnight Fund - Direct Plan - Weekly IDCW,Other
146682,Axis Overnight Fund - Regular Plan - Daily IDCW,Other
146678,Axis Overnight Fund - Regular Plan - Growth Option,Other
146681,Axis Overnight Fund - Regular Plan - Monthly IDCW,Other
146680,Axis Overnight Fund - Regular Plan - Weekly IDCW,Other
153437,Bajaj Finserv Overnight Fund - Direct - Unclaimed less than 3 years IDCW Plan,Other
153438,Bajaj Finserv Overnight Fund - Direct - Unclaimed less than 3 years Redemption Plan,Other
